DRUG,DOSE,ID,OBS,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YNAME,MDV,STUDY,SPECIES,SEX
Vinorelbine,10,5333,73.669,8.66,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5333,43.223,20,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5334,.,0,hours,1,0,2,0.0166666666666667,0.2,mg,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5334,761.852,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5334,308.701,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5334,215.972,0.666,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5334,107.855,2.83,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5334,56.679,8.66,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Vinorelbine,10,5334,35.165,20,hours,0,0,.,.,0.2,ng/mL,1,Vinorelbine,0,0470-2008,Rat,Male
Docetaxel,5,5335,.,0,hours,1,0,1,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5335,320.827,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5335,19.586,1.167,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5335,13.028,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5335,12.074,4.25,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5335,12.356,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5335,10.478,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5336,.,0,hours,1,0,1,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5336,288.934,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5336,17.694,1.167,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5336,11.292,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5336,8.985,4.25,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5336,11.657,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5336,6.062,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5337,.,0,hours,1,0,1,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5337,366.545,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5337,20.704,1.167,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5337,13.001,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5337,8.802,4.25,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5337,17.931,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5337,9.496,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5338,.,0,hours,1,0,1,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5338,328.617,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5338,24.121,1.167,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5338,15.784,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5338,9.524,4.25,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5338,14.849,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5338,10.65,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5339,.,0,hours,1,0,1,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5339,278.797,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5339,22.882,1.167,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5339,8.601,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5339,7.25,4.25,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5339,8.539,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5339,11.109,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5340,.,0,hours,1,0,1,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5340,391.395,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5340,21.014,1.167,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5340,12.186,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5340,10.495,4.25,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5340,15.468,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,5,5340,8.633,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5341,.,0,hours,1,0,2,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5341,1652.75,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5341,343.749,0.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5341,32.243,2.5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5341,17.532,4.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5341,37.967,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5341,23.052,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5342,.,0,hours,1,0,2,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5342,1603.41,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5342,226.409,0.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5342,38.79,2.5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5342,27.219,4.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5342,26.709,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5342,18.096,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5343,.,0,hours,1,0,2,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5343,1510.69,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5343,204.346,0.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5343,33.165,2.5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5343,17.678,4.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5343,27.445,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5343,10.774,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5344,.,0,hours,1,0,2,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5344,1240.93,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5344,339.546,0.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5344,58.139,2.5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5344,34.482,4.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5344,29.556,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5344,24.228,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5345,.,0,hours,1,0,2,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5345,1737.2,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5345,406.857,0.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5345,66.492,2.5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5345,28.923,4.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5345,30.578,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5345,23.15,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5346,.,0,hours,1,0,2,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5346,1739.75,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5346,272.883,0.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5346,39.859,2.5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5346,31.881,4.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5346,19.659,4.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,10,5346,20.243,5,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5365,.,0,hours,1,0,3,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5365,3857.25,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5365,538.521,0.416,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5365,101.629,1.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5365,50.62,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5365,14.658,7.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5365,13.786,10,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5366,.,0,hours,1,0,3,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5366,3316.95,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5366,426.974,0.416,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5366,85.943,1.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5366,41.963,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5366,12.682,7.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5366,9.603,10,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5367,.,0,hours,1,0,3,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5367,2950.93,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5367,389.211,0.416,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5367,87.105,1.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5367,48.877,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5367,16.052,7.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5367,9.603,10,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5368,.,0,hours,1,0,3,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5368,4182.59,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5368,449.632,0.416,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5368,99.886,1.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5368,50.968,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5368,18.202,7.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5368,7.453,10,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5369,.,0,hours,1,0,3,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5369,4031.54,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5369,415.355,0.416,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5369,105.115,1.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5369,46.088,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5369,19.48,7.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5369,8.151,10,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5370,.,0,hours,1,0,3,0.0166666666666667,0.2,mg,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5370,3404.09,0.083,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5370,462.413,0.416,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5370,100.467,1.666,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5370,45.856,3.333,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5370,14.541,7.833,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Docetaxel,15,5370,6.64,10,hours,0,0,.,.,0.2,ng/mL,1,Docetaxel,0,0470-2008,Rat,Male
Vinflunine,10,5377,.,0,hours,1,0,2,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5377,746.671,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5377,436.191,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5377,232.237,2.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5377,216.713,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5377,93.86,10.5,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5377,10.779,38.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5378,.,0,hours,1,0,2,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5378,752.024,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5378,594.107,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5378,253.917,2.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5378,221.799,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5378,137.487,10.5,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5378,10.646,38.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5379,.,0,hours,1,0,2,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5379,505.781,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5379,385.336,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5379,173.621,2.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5379,174.424,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5379,58.529,10.5,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5379,4.757,38.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5380,.,0,hours,1,0,2,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5380,551.283,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5380,347.864,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5380,170.677,2.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5380,134.811,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5380,50.232,10.5,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5380,9.254,38.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5381,.,0,hours,1,0,2,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5381,831.534,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5381,468.309,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5381,204.937,2.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5381,190.216,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5381,68.432,10.5,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5381,6.604,38.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5382,.,0,hours,1,0,2,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5382,591.431,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5382,396.042,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5382,190.483,2.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5382,157.026,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5382,68.432,10.5,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,10,5382,6.095,38.333,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5383,.,0,hours,1,0,4,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5383,1263.49,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5383,814.086,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5383,546.028,1,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5383,373.179,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5383,151.931,11,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5383,3.764,55,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5384,.,0,hours,1,0,4,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5384,2494.18,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5384,1187.44,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5384,546.028,1,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5384,359.351,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5384,225.911,11,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5384,6.772,55,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5385,.,0,hours,1,0,4,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5385,2642.84,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5385,1194.35,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5385,611.711,1,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5385,445.776,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5385,161.957,11,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5385,5.251,55,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5386,.,0,hours,1,0,4,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5386,1795.87,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5386,1028.42,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5386,573.684,1,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5386,414.663,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5386,139.14,11,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5386,4.732,55,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5387,.,0,hours,1,0,4,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5387,1107.93,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5387,938.537,0.25,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5387,646.281,1,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5387,425.034,2.666,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5387,183.39,11,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5387,5.458,55,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5388,.,0,hours,1,0,4,0.0333333333333333,0.2,mg,1,Vinflunine,0,0470-2008,Rat,Male
Vinflunine,20,5388,1024.96,0.083,hours,0,0,.,.,0.2,ng/mL,1,Vinflunine,0,0470-2008,Rat,Male
